Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars), _wdire,weather,Visibility (km),PM2.5 concentration (ug/m^3)
16.17777778,0.44,14.49,1013.34,North,drizzle,11.27,226
16.25,0.55,14.7154,1012.72,North,sun,11.27,224
16.29444444,0.5,19.5937,1012.38,North,rain,11.4471,225
16.1,0.56,14.8281,1012.38,North,rain,11.1251,227
12.95555556,0.68,11.9784,1012.72,North,sun,11.27,228
13.85,0.64,11.5598,1013.42,North,rain,11.4471,236
12.77777778,0.69,14.2485,1014.41,North,rain,10.0464,247
12.15,0.72,11.2539,1014.89,North,rain,15.8746,253
10.67777778,0.81,5.7799,1014.91,North,rain,15.0052,254
10.44444444,0.83,2.6404,1014.75,North,rain,15.8746,258
9.822222222,0.8,5.313,1015.55,North,rain,15.8746,270
11.02777778,0.74,11.3827,1015.7,North,sun,14.9569,280
7.138888889,0.93,3.6547,1016.43,North,sun,14.9086,264
7.622222222,0.89,10.8675,1016.56,SSW,rain,14.9086,249
7.627777778,0.86,6.5205,1017.15,SW,sun,13.3791,243
7.044444444,0.86,11.3988,1017.37,WSW,rain,9.982,243
8.6,0.84,9.66,1018.25,West,rain,9.982,240
9.65,0.84,15.9551,1019.24,WSW,rain,9.982,249
12.10555556,0.72,13.1698,1019.83,West,rain,9.982,262
12.77777778,0.71,13.1698,1020.51,West,sun,11.2056,292
13.81111111,0.65,9.6761,1020.91,WNW,rain,11.4471,327
16.01666667,0.48,11.2378,1020.6,West,rain,11.27,389
17.12777778,0.47,12.7029,1020.39,West,sun,11.27,366
17.14444444,0.43,10.6099,1020.34,North,rain,11.4471,294
17.77777778,0.4,7.9534,1019.7,North,rain,11.2056,338
17.77777778,0.37,2.5921,1018.89,North,rain,11.2056,190
17.80555556,0.43,11.0124,1018.48,North,sun,10.3523,159
16.15555556,0.52,9.1931,1017.87,North,rain,9.982,208
14.05,0.63,9.1609,1017.56,North,rain,9.982,197
13.08888889,0.67,9.2736,1017.38,North,sun,9.982,153
12.28888889,0.72,9.4507,1017.58,North,sun,9.982,193
12.77777778,0.66,11.0768,1017.65,North,sun,15.8263,304
12.72777778,0.67,13.3791,1017.36,North,rain,14.9569,400
12.26666667,0.69,14.1358,1016.8,North,sun,15.8263,410
11.71111111,0.71,11.3183,1016.64,North,rain,15.8263,421
10.82777778,0.86,9.177,1013.13,North,rain,14.168,379
12.2,0.59,14.168,1014.79,SW,sun,15.8263,316
12.2,0.6,14.2968,1014.25,West,sun,15.8263,282
11.68888889,0.68,13.8299,1013.95,SW,rain,14.9569,287
11.20555556,0.77,14.007,1013.63,WSW,rain,9.982,289
11.13333333,0.77,15.4882,1013.27,WSW,drizzle,9.982,338
11.43888889,0.77,13.8782,1013.56,West,rain,10.3523,330
13.03333333,0.81,14.4578,1012.85,West,rain,9.982,340
17.24444444,0.62,25.0194,1012.15,West,sun,11.27,360
17.73888889,0.53,27.37,1011.71,West,rain,11.4471,284
17.84444444,0.56,22.218,1011.28,WNW,rain,11.27,174
18.86111111,0.56,23.5382,1010.99,North,rain,11.27,156
18.66666667,0.56,19.8996,1010.93,North,rain,11.3988,138
17.82222222,0.56,17.5007,1010.7,North,rain,11.27,264
17.8,0.59,17.6939,1010.52,North,rain,11.27,181
17.35,0.57,19.5615,1010.69,North,sun,11.3988,115
16.06666667,0.67,21.8155,1010.86,North,drizzle,11.2056,56
14.93333333,0.73,17.2753,1011.14,North,sun,11.2056,43
13.92222222,0.78,11.7691,1011.64,North,sun,11.2861,55
12.75555556,0.84,11.0446,1012.02,North,rain,11.0768,49
12.75555556,0.84,11.0607,1012.21,North,rain,15.6975,50
12.37222222,0.86,7.2933,1012.33,North,drizzle,14.8764,45
11.18333333,0.93,6.923,1012.6,North,fog,15.8263,45
11.66666667,0.9,11.1734,1012.8,North,drizzle,15.8263,55
8.977777778,0.95,10.3201,1012.66,North,rain,6.8425,61
10.57777778,0.93,11.1734,1012.32,North,rain,14.9086,68
10.53333333,0.89,14.007,1012.33,SSE,rain,14.9086,70
10.58888889,0.87,7.2933,1012.55,SW,rain,14.168,73
9.983333333,0.89,6.7298,1012.71,WSW,sun,15.8263,77
11.02222222,0.86,7.889,1013.01,West,sun,9.982,102
13.53888889,0.75,11.8657,1013.23,WNW,sun,9.982,103
13.88888889,0.68,20.0123,1013.31,WNW,rain,11.2056,112
15,0.67,17.5812,1013.4,North,sun,11.2056,141
17.18333333,0.57,15.9551,1013.27,North,rain,11.4471,104
16.2,0.62,16.3093,1013.02,North,rain,11.27,69
17.75,0.56,17.7744,1013.03,North,sun,11.2056,72
18.40555556,0.54,19.0785,1012.55,East,sun,15.3594,68
17.82222222,0.59,17.5973,1012.03,East,drizzle,11.27,40
17.31111111,0.57,20.3343,1011.81,East,drizzle,11.27,20
17.50555556,0.55,13.7172,1011.33,North,drizzle,11.4471,18
17.26666667,0.54,14.3773,1011.2,North,sun,9.982,17
15.13888889,0.61,10.8997,1011.5,North,sun,9.982,13
13.25,0.69,4.7173,1011.76,ENE,sun,9.982,15
12.29444444,0.72,4.669,1012.01,ENE,drizzle,9.982,12
10.7,0.79,3.5742,1012.31,East,sun,15.8263,16
9.855555556,0.85,5.7477,1012.51,East,sun,14.9569,3
9.522222222,0.88,11.27,1012.52,ESE,sun,11.9784,11
8.405555556,0.92,3.1234,1012.61,East,sun,11.9784,3
13.01111111,0.82,9.6278,1011.27,North,rain,14.9569,3
7.733333333,0.96,3.4293,1012.54,SE,drizzle,4.2987,3
6.138888889,0.96,3.3488,1012.44,SE,sun,4.1216,16
6.472222222,0.95,2.9946,1012.62,North,drizzle,4.7656,24
6.627777778,0.96,3.3005,1012.75,SSW,sun,2.9302,32
8.688888889,0.93,1.4329,1012.96,North,sun,5.8443,28
11.99444444,0.81,2.415,1013.38,ESE,sun,9.6117,18
13.76666667,0.78,4.1538,1013.14,East,sun,9.6761,29
15.08888889,0.77,7.3738,1013.33,North,sun,9.9015,30
16.45555556,0.68,7.8085,1013.56,North,sun,11.0768,32
17.31111111,0.62,7.3738,1013.61,North,sun,11.27,30
17.87222222,0.64,8.372,1013.11,East,sun,11.27,22
19.03888889,0.47,7.0679,1012.69,East,drizzle,11.4471,22
18.97777778,0.51,10.8675,1012.2,ENE,drizzle,11.27,37
19.00555556,0.55,4.8139,1011.7,East,sun,11.2056,39
19.01111111,0.53,4.7978,1011.4,North,rain,11.3988,46
17.86666667,0.64,10.9319,1011.32,ENE,sun,11.2056,51
17.26666667,0.62,10.8514,1011.23,ENE,sun,9.982,66
16.18888889,0.61,5.0876,1011.5,North,sun,10.3523,69
14.88333333,0.72,9.177,1012.05,North,sun,9.982,66
14.32777778,0.75,10.9319,1012.15,North,sun,15.8263,78
14.51111111,0.75,6.3756,1012.09,SE,sun,14.9569,87
14.37222222,0.75,6.5366,1011.83,West,sun,15.8263,98
14.87777778,0.72,14.2163,1011.45,North,sun,15.8263,104
10.40555556,0.92,3.6064,1012.05,North,sun,2.0125,110
12.82222222,0.83,8.4364,1011.18,West,sun,11.2056,114
12.8,0.85,14.4256,1010.07,WNW,sun,14.9086,111
12.82777778,0.86,13.8943,1009.83,West,sun,14.168,112
12.26666667,0.85,15.778,1009.8,WNW,sun,11.2056,97
12.26666667,0.85,15.5848,1009.99,WNW,sun,11.27,89
12.18333333,0.82,12.3809,1010.21,WNW,sun,11.0768,98
12.17222222,0.8,20.3826,1010.41,North,sun,11.27,103
12.71111111,0.83,22.0892,1010.33,North,sun,11.27,92
15.60555556,0.78,22.3468,1010.43,North,sun,10.3523,105
16.02222222,0.78,18.0642,1010.29,North,rain,11.2056,136
17.2,0.67,17.6456,1010.1,North,rain,11.2056,132
17.21666667,0.71,14.0875,1009.96,North,sun,11.0285,118
17.82777778,0.69,13.4113,1009.86,North,sun,11.2056,106
17.82777778,0.69,14.6188,1009.47,North,sun,11.2056,123
17.73333333,0.69,9.2414,1009.63,North,sun,11.0285,144
16.27222222,0.71,23.0713,1009.39,North,sun,11.2056,145
13.16666667,0.93,3.7674,1011.07,North,sun,5.2164,156
13.25555556,0.93,3.1395,1011.23,North,fog,8.05,188
13.01111111,0.93,10.3362,1011.35,North,sun,9.982,191
12.45555556,0.91,5.796,1011.67,North,drizzle,14.9086,131
12.48888889,0.9,9.8854,1011.76,WSW,drizzle,14.5866,82
9.555555556,0.8,6.4883,1015.68,North,drizzle,15.8263,101
10.62222222,0.79,14.0231,1015.41,West,rain,15.8263,122
8.722222222,0.93,4.5724,1014.98,West,fog,11.3988,105
10.53333333,0.77,10.7709,1015.18,WNW,fog,15.8263,106
9.444444444,0.83,6.5366,1014.7,WNW,sun,15.8263,90
9.888888889,0.83,6.0858,1014.64,WNW,drizzle,14.9569,103
10.36666667,0.78,10.7065,1014.31,West,drizzle,15.8263,98
8.888888889,0.89,10.4972,1014.63,North,rain,11.2056,125
9.977777778,0.84,8.0017,1014.82,North,sun,11.0285,120
12.2,0.73,2.4633,1014.82,North,sun,9.982,120
13.96111111,0.67,9.3058,1015,North,sun,9.982,130
14.94444444,0.67,7.1645,1014.9,North,sun,10.3523,137
16.18333333,0.71,11.753,1014.35,North,sun,9.982,136
16.36666667,0.61,7.1323,1014.51,North,sun,11.27,152
17.37222222,0.57,3.6225,1014.32,North,sun,11.4471,133
17.67222222,0.51,1.7549,1013.93,North,sun,11.27,124
17.72222222,0.53,8.6779,1013.45,West,sun,11.27,136
16.23888889,0.61,2.8336,1013.43,West,sun,11.3988,135
14.06666667,0.71,9.2414,1013.58,West,drizzle,11.2056,137
13.95555556,0.76,7.4221,1013.24,West,drizzle,11.2056,134
12.28888889,0.8,3.542,1013.7,West,drizzle,11.0285,126
10.02222222,0.86,3.1073,1014.14,West,rain,9.9015,141
9.377777778,0.86,6.44,1014.34,West,rain,15.6009,147
9.416666667,0.9,4.6046,1014.6,West,rain,14.7154,111
11.82777778,0.92,3.0268,1011.68,West,rain,15.8263,27
10.76111111,0.91,5.1681,1011.98,SSW,sun,0.6118,10
12.15555556,0.95,2.8497,1015.64,SW,sun,3.6386,9
9.672222222,0.94,5.7155,1012.26,West,rain,0.6118,9
8.15,0.94,6.762,1012.63,West,rain,0.6118,12
10.2,0.95,5.6189,1012.62,West,rain,1.1109,11
10.11666667,0.99,2.254,1012.85,WSW,rain,0.5152,12
10.16111111,0.99,0.3381,1013.61,SW,rain,0.4347,11
11.24444444,0.98,2.7531,1013.9,WSW,rain,0.6923,3
12.24444444,0.99,2.254,1014.31,West,rain,2.2057,18
13.91111111,0.92,8.0983,1014.43,SW,sun,4.2021,16
15.61666667,0.82,2.2862,1014.73,West,rain,6.3112,14
15.07222222,0.86,3.2844,1014.92,WSW,rain,6.3434,20
15.07222222,0.82,7.5992,1014.73,West,rain,8.1949,20
14.26666667,0.87,10.5616,1014.92,West,rain,6.8908,12
16.01666667,0.81,6.6654,1014.76,North,rain,7.2772,15
15.02777778,0.86,7.7119,1014.37,West,rain,7.2772,21
13.94444444,0.89,7.2772,1014.83,WNW,rain,6.3112,26
12.91666667,0.95,11.4793,1015.11,West,rain,4.7495,34
12.89444444,0.95,5.2808,1015.14,West,rain,5.2164,36
12.4,0.98,2.3506,1015.5,North,rain,5.8282,31
12.26666667,0.99,8.05,1015.76,West,rain,6.1985,46
12.22222222,0.96,6.1985,1016.35,North,rain,6.1985,53
11.25,0.96,2.7692,1016.38,North,rain,3.8318,55
11.52777778,0.96,3.1556,1016.43,North,rain,4.508,73
11.53888889,0.96,5.9892,1016.56,West,rain,3.1234,64
9.438888889,0.96,5.9731,1017.23,WSW,sun,1.8032,68
11.43888889,0.96,6.279,1016.17,WSW,rain,3.8801,74
11.39444444,0.96,6.44,1016.25,North,rain,3.864,72
11.52777778,0.96,6.4239,1016.13,North,rain,3.2522,75
11.95,0.93,4.83,1016.17,North,rain,0.644,83
11.97222222,1,9.66,1016.45,SSW,drizzle,1.2558,76
12.63333333,0.96,7.6636,1016.94,SSW,rain,2.3506,60
12.75555556,0.96,7.9695,1017.06,SW,rain,4.025,63
13.84444444,0.9,7.9212,1017.45,West,rain,4.4919,68
13.17222222,0.94,10.3845,1017.77,West,rain,6.2629,77
15.06666667,0.86,8.1466,1017.73,WNW,rain,6.1985,85
17.24444444,0.75,7.1645,1017.53,WNW,rain,11.27,108
16.31666667,0.76,13.3469,1017.31,West,rain,11.0285,102
17.38333333,0.74,13.6206,1016.82,West,rain,11.27,75
15.27222222,0.76,8.2754,1016.6,West,rain,11.27,80
17.45555556,0.72,5.2808,1016.39,West,drizzle,11.0768,82
16.22222222,0.77,11.1573,1016.33,West,fog,11.27,90
15.08333333,0.82,3.6869,1016.52,North,sun,11.27,95
13.99444444,0.88,1.1431,1016.81,North,rain,9.6278,95
12.17222222,0.92,0.6601,1017.34,North,rain,8.1305,102
11.08888889,0.95,4.8461,1017.54,North,rain,1.0626,151
11.09444444,0.95,3.381,1017.43,North,rain,1.7871,136
9.883333333,0.96,3.3649,1017.65,North,rain,1.0626,140
9.355555556,0.96,6.4239,1017.56,North,rain,3.3649,139
9.861111111,0.96,3.2361,1016.16,North,rain,4.4597,142
8.272222222,0.99,3.3166,1017.16,North,rain,1.9159,144
8.866666667,0.96,2.6243,1017.15,North,rain,1.7549,151
8.816666667,0.96,3.9445,1017.28,North,rain,2.3667,161
7.155555556,1,1.8515,1017.15,North,sun,0.2898,156
8.85,0.99,3.4776,1017.36,North,rain,1.7549,140
11.17777778,0.93,2.8819,1017.7,North,rain,2.5599,135
12.38888889,0.98,3.4293,1017.72,North,rain,6.2951,134
14.14444444,0.88,4.8783,1017.82,North,rain,9.982,135
17.1,0.72,3.059,1017.77,North,rain,11.0768,146
18.93888889,0.64,4.2021,1017.3,North,rain,11.27,212
17.91666667,0.68,4.0894,1016.9,North,snow,11.27,3
19.98333333,0.53,1.2236,1016.4,North,snow,11.1412,3
20.07222222,0.62,9.0643,1015.9,North,rain,11.27,166
20.07222222,0.56,9.4829,1015.29,ENE,snow,11.27,230
20.08333333,0.58,7.4865,1014.9,East,snow,11.3988,262
19.08888889,0.63,9.1287,1014.68,ENE,rain,11.2056,275
17.45,0.62,7.567,1014.78,East,rain,11.2056,283
15.56666667,0.74,0.5152,1015.04,East,rain,9.982,290
12.49444444,0.91,3.9445,1015.51,North,rain,9.982,263
12.24444444,0.89,1.5295,1015.72,East,rain,15.8263,269
11.41666667,0.92,2.9624,1015.79,East,snow,14.9569,230
10.55555556,0.95,6.0375,1015.83,ESE,rain,14.812,293
10.46666667,0.93,3.0751,1015.95,North,rain,9.8049,328
10.25,0.95,5.2969,1017.13,ESE,rain,4.7495,284
9.355555556,0.96,1.5295,1015.82,SE,rain,4.025,272
8.311111111,0.96,3.22,1015.82,ESE,drizzle,2.0286,263
8.811111111,0.96,3.3971,1015.89,SE,drizzle,1.7388,260
8.733333333,0.93,6.3434,1015.83,ESE,sun,0.7889,257
11.93333333,0.93,11.27,1016.12,North,sun,9.8049,256
14.51666667,0.84,1.7066,1016.23,SSE,rain,9.5473,256
18.73333333,0.68,3.22,1016.23,ESE,rain,9.982,258
20.02777778,0.6,7.245,1016.38,SE,rain,9.982,282
21.03888889,0.55,6.4883,1016.66,SE,rain,10.0303,243
20.73888889,0.46,6.5044,1016.58,ESE,rain,15.8746,189
22.31666667,0.48,7.5348,1016.27,East,rain,11.27,179
22.11111111,0.5,6.4561,1015.96,East,rain,11.4471,165
22.73333333,0.38,1.0143,1015.34,NE,snow,10.0464,164
22.77777778,0.37,5.1842,1014.7,East,drizzle,10.0464,174
21.21666667,0.41,7.2772,1015.2,East,sun,11.4471,165
20.18333333,0.45,1.4812,1014.87,East,sun,10.0464,190
18.01111111,0.68,0.322,1014.78,East,sun,9.982,186
17.42222222,0.65,0.5313,1015.54,East,sun,9.982,212
13.96111111,0.82,0,1016.01,East,drizzle,9.982,231
13.28888889,0.89,2.8819,1016.52,East,drizzle,15.8263,198
12.32222222,0.89,2.4794,1016.96,East,drizzle,9.982,152
11.11666667,0.95,3.1717,1017.04,East,drizzle,6.2951,154
10.53333333,0.95,11.27,1017.33,East,drizzle,6.2951,165
12.38333333,0.8,4.6207,1019.59,West,drizzle,14.168,176
9.861111111,0.96,3.0751,1017.25,North,drizzle,3.8318,218
8.872222222,0.95,1.5295,1017.42,ESE,rain,3.3649,206
8.672222222,0.94,3.6386,1017.74,SE,rain,4.2826,196
7.688888889,1,0,1018.13,SSE,rain,0.7406,161
10.91111111,0.99,1.61,1018.62,SSE,rain,4.1216,165
14.83888889,0.82,2.6565,1019.08,ESE,rain,8.3398,175
18.8,0.65,1.5295,1019.11,East,rain,9.982,188
21.09444444,0.49,4.8783,1019.5,East,rain,9.982,206
22.02777778,0.49,4.2826,1019.86,ENE,rain,11.0285,237
22.82777778,0.47,3.6225,1019.79,North,rain,11.2056,279
22.91666667,0.37,4.5563,1019.47,North,rain,9.982,316
23.91666667,0.37,6.2951,1019.25,North,drizzle,10.3523,347
23.91111111,0.4,2.5599,1018.89,North,rain,9.982,354
23.93333333,0.37,4.347,1018.6,WNW,rain,9.982,404
23.91666667,0.32,1.1753,1018.67,WNW,rain,10.3523,349
22.82222222,0.44,3.1234,1018.59,North,rain,9.982,351
21.22777778,0.48,0.4025,1018.67,North,rain,9.982,351
19.07777778,0.51,2.6887,1019.22,North,sun,9.982,369
17.06111111,0.63,1.5778,1019.88,North,rain,9.982,388
14.90555556,0.72,3.7513,1019.91,North,drizzle,15.8263,398
13.08333333,0.87,3.4132,1020.02,WSW,rain,14.9569,411
12.71111111,0.89,3.2522,1020.11,WSW,rain,15.8263,433
12.12777778,0.89,3.1717,1020.12,WSW,rain,14.9086,414
11.81111111,0.84,4.991,1018.38,West,rain,14.9569,428
12.01666667,0.8,6.2629,1019.91,West,drizzle,14.9086,83
12.04444444,0.8,6.4239,1020.03,North,rain,14.812,33
10.62777778,0.86,9.7083,1020.39,WNW,rain,14.0875,22
9.911111111,0.99,9.1448,1020.6,SW,rain,6.118,10
12.55555556,0.9,7.7441,1020.81,North,sun,9.9015,6
15.00555556,0.78,8.7584,1021.01,WSW,rain,9.9015,3
17.33888889,0.74,12.1877,1020.94,West,rain,9.982,3
19.1,0.67,12.6224,1020.66,North,rain,9.982,8
21.26111111,0.57,9.9176,1020.53,West,rain,10.3523,3
22.41111111,0.54,11.4471,1020.16,West,rain,11.2056,6
22.93888889,0.5,8.5491,1019.95,North,rain,11.2056,9
23.92777778,0.47,11.3022,1019.43,North,rain,11.3988,7
23.96111111,0.47,8.3076,1018.97,North,rain,9.982,15
23.96111111,0.38,8.5813,1018.28,North,rain,9.982,11
23.11111111,0.42,10.7065,1017.97,North,rain,10.3523,3
22.82222222,0.44,12.4936,1017.68,North,rain,9.982,35
21.11111111,0.47,5.2164,1017.89,North,sun,9.982,70
18.18888889,0.58,4.8622,1017.96,North,sun,10.3523,51
16.01666667,0.72,4.6046,1018.31,North,rain,9.982,51
15.46666667,0.72,6.44,1018.6,North,rain,15.8263,33
14.60555556,0.76,6.7459,1018.65,North,rain,14.9569,33
13.31111111,0.82,3.542,1018.44,West,drizzle,15.8263,34
12.73333333,0.83,3.0751,1018.23,North,fog,15.8263,18
